item,date,value,demand
Elderwood Blade,2023-04-30,1600,
Elderwood Blade,2023-05-08,1550,
Elderwood Blade,2023-05-10,1500,
Elderwood Blade,2023-05-13,1450,
Elderwood Blade,2023-05-16,1400,
Elderwood Blade,2023-05-27,1350,
Elderwood Blade,2023-06-02,1300,
Elderwood Blade,2023-06-18,1350,
Elderwood Blade,2023-06-30,1400,
Elderwood Blade,2023-07-06,1450,
Elderwood Blade,2023-07-11,1500,
Elderwood Blade,2023-07-15,1550,
Elderwood Blade,2023-07-19,1600,
Elderwood Blade,2023-07-23,1650,
Elderwood Blade,2023-07-24,1700,
Elderwood Blade,2023-07-27,1750,
Elderwood Blade,2023-08-02,1775,
Elderwood Blade,2023-08-07,1750,
Elderwood Blade,2023-08-12,1725,
Elderwood Blade,2023-08-13,1675,
Elderwood Blade,2023-08-24,1625,
Elderwood Blade,2023-08-28,1600,
Elderwood Blade,2023-08-29,1575,
Elderwood Blade,2023-09-01,1600,
Elderwood Blade,2023-09-05,1675,
Elderwood Blade,2023-09-09,1625,
Elderwood Blade,2023-09-11,1600,
Elderwood Blade,2023-09-16,1575,
Elderwood Blade,2023-09-18,1550,
Elderwood Blade,2023-09-20,1500,
Elderwood Blade,2023-09-21,1450,
Elderwood Blade,2023-09-28,1400,
Elderwood Blade,2023-10-01,1350,
Elderwood Blade,2023-10-05,1300,
Elderwood Blade,2023-10-07,1250,
Elderwood Blade,2023-10-08,1200,
Elderwood Blade,2023-10-11,1150,
Elderwood Blade,2023-10-15,1050,
Elderwood Blade,2023-10-21,1025,
Elderwood Blade,2023-10-23,1000,
Elderwood Blade,2023-10-28,975,
Elderwood Blade,2023-11-01,950,
Elderwood Blade,2023-11-06,925,
Elderwood Blade,2023-11-09,900,
Elderwood Blade,2023-11-22,875,
Elderwood Blade,2023-12-03,850,
Elderwood Blade,2023-12-22,800,
Elderwood Blade,2024-01-02,775,
Elderwood Blade,2024-01-12,750,
Elderwood Blade,2024-01-26,700,
Elderwood Blade,2024-02-02,650,
Elderwood Blade,2024-02-14,600,
Elderwood Blade,2024-02-20,575,
Elderwood Blade,2024-02-22,525,
Elderwood Blade,2024-02-26,500,
Elderwood Blade,2024-03-04,475,
Elderwood Blade,2024-03-11,450,
Elderwood Blade,2024-03-18,400,
Elderwood Blade,2024-03-29,350,
Elderwood Blade,2024-03-31,325,
Elderwood Blade,2024-04-03,300,
Elderwood Blade,2024-04-10,275,
Elderwood Blade,2024-04-15,225,
Elderwood Blade,2024-04-16,200,
Elderwood Blade,2024-05-10,190,
Elderwood Blade,2024-05-15,175,
Elderwood Blade,2024-05-20,160,
Elderwood Blade,2024-05-22,150,
Elderwood Blade,2024-05-26,135,
Elderwood Blade,2024-05-29,130,
Elderwood Blade,2024-05-31,125,
Elderwood Blade,2024-06-03,120,
Elderwood Blade,2024-06-26,115,
Elderwood Blade,2024-07-01,110,
Elderwood Blade,2024-07-25,115,
Elderwood Blade,2024-07-29,120,
Elderwood Blade,2024-08-08,125,
Elderwood Blade,2024-10-30,120,
Elderwood Blade,2024-12-29,115,
Elderwood Blade,2025-01-10,110,
Elderwood Blade,2025-01-18,105,
Elderwood Blade,2025-01-24,100,
Elderwood Blade,2025-02-03,95,
Elderwood Blade,2025-02-07,90,
Elderwood Blade,2025-02-12,85,
Elderwood Blade,2025-02-14,80,
Elderwood Blade,2025-02-17,75,
Elderwood Blade,2025-03-04,72,
Elderwood Blade,2025-03-09,70,
Elderwood Blade,2025-03-11,68,
Elderwood Blade,2025-03-15,67,
Elderwood Blade,2025-03-29,65,
Elderwood Blade,2025-09-17,60,
Elderwood Blade,2025-10-26,60,2
Elderwood Blade,2025-11-25,60,2
Elderwood Blade,2025-12-04,60,2
Elderwood Blade,2025-12-08,60,2
Elderwood Blade,2025-12-14,60,2
Elderwood Blade,2025-12-21,55,
Elderwood Blade,2025-12-23,55,2
Elderwood Blade,2025-12-24,55,2
Elderwood Blade,2025-12-26,55,2
Elderwood Blade,2025-12-28,55,2
Elderwood Blade,2025-12-30,55,2
Elderwood Blade,2026-01-09,55,2
Elderwood Blade,2026-01-24,55,2
Elderwood Blade,2026-02-07,55,2
Elderwood Blade,2026-02-13,55,2
Elderwood Blade,2026-02-19,55,2
Elderwood Blade,2026-03-04,50,
Elderwood Blade,2026-03-14,45,
Elderwood Blade,2026-03-17,45,2
Elderwood Blade,2026-03-21,45,2
Elderwood Blade,2026-03-25,45,2
Elderwood Blade,2026-04-13,45,2
Elderwood Blade,2026-04-19,45,2
Elderwood Blade,2026-04-20,45,2
Elderwood Blade,2026-04-22,45,2
Elderwood Blade,2026-04-24,45,2
Elderwood Blade,2026-04-27,45,2
Elderwood Blade,2026-04-28,45,2
Elderwood Blade,2026-05-02,45,2
Elderwood Blade,2026-05-03,45,2
Elderwood Blade,2026-05-06,45,2
Elderwood Blade,2026-05-09,45,2
Elderwood Blade,2026-05-11,45,2
Elderwood Blade,2026-05-12,45,2
Elderwood Blade,2026-05-14,45,2
Elderwood Blade,2026-05-17,42,
Elderwood Blade,2026-05-19,42,2
Elderwood Blade,2026-05-21,42,2
Elderwood Blade,2026-05-23,42,2
Elderwood Blade,2026-05-24,40,1
Elderwood Blade,2026-06-17,38,
Elderwood Blade,2026-06-21,38,1
Elderwood Blade,2026-06-22,38,1
Elderwood Blade,2026-06-23,38,1
Elderwood Blade,2026-06-24,38,1
Elderwood Blade,2026-06-25,38,1
Elderwood Blade,2026-06-26,38,1
Elderwood Blade,2026-06-27,38,1
Elderwood Blade,2026-06-28,38,1
Elderwood Blade,2026-07-02,38,1
Elderwood Blade,2026-07-03,38,1
Elderwood Blade,2026-07-05,38,1
Elderwood Blade,2026-07-06,38,1
Elderwood Blade,2026-07-07,35,
Elderwood Blade,2026-07-12,33,
Elderwood Blade,2026-07-14,33,1
Elderwood Blade,2026-07-17,33,1
Elderwood Blade,2026-07-25,33,1
Elderwood Blade,2026-07-27,33,1
Elderwood Blade,2026-07-28,33,1
Elderwood Blade,2026-07-30,33,1
Elderwood Blade,2026-07-31,33,1
Elderwood Blade,2026-08-02,33,1
Elderwood Blade,2026-08-03,33,1
Elderwood Blade,2026-08-04,33,1
Elderwood Blade,2026-08-05,33,1
Elderwood Blade,2026-08-06,33,1
Elderwood Blade,2026-08-07,33,1
Elderwood Blade,2026-08-08,33,1
Elderwood Blade,2026-08-09,33,1
Elderwood Blade,2026-08-10,33,1
Elderwood Blade,2026-08-11,33,1
Elderwood Blade,2026-08-13,33,1
Elderwood Blade,2026-08-14,33,1
Elderwood Blade,2026-08-15,33,1
Elderwood Blade,2026-08-16,33,1
Elderwood Blade,2026-08-17,33,1
Elderwood Blade,2026-08-18,33,1
Elderwood Blade,2026-08-19,33,1
Elderwood Blade,2026-08-20,33,1
Elderwood Blade,2026-08-21,33,1
Elderwood Blade,2026-08-22,33,1
Elderwood Blade,2026-08-24,33,1
Elderwood Blade,2026-09-02,33,1
Elderwood Blade,2026-09-03,33,1
Elderwood Blade,2026-09-04,33,1
Elderwood Blade,2026-09-05,33,1
Elderwood Blade,2026-09-06,33,1
Elderwood Blade,2026-09-07,33,1
Elderwood Blade,2026-09-12,33,1
Elderwood Blade,2026-09-17,33,1
Elderwood Blade,2026-09-18,33,1
Elderwood Blade,2026-09-19,33,1
Elderwood Blade,2026-09-20,33,1
Elderwood Revolver,2020-08-26,160,
Elderwood Revolver,2020-10-31,200,
Elderwood Revolver,2020-11-17,205,
Elderwood Revolver,2020-11-26,215,
Elderwood Revolver,2020-12-14,220,
Elderwood Revolver,2021-01-22,215,
Elderwood Revolver,2021-03-23,210,
Elderwood Revolver,2021-04-08,195,
Elderwood Revolver,2021-04-26,180,
Elderwood Revolver,2021-05-07,170,
Elderwood Revolver,2021-05-12,160,
Elderwood Revolver,2021-06-13,155,
Elderwood Revolver,2021-06-18,140,
Elderwood Revolver,2021-06-28,125,
Elderwood Revolver,2021-07-18,130,
Elderwood Revolver,2021-07-21,135,
Elderwood Revolver,2021-07-27,140,
Elderwood Revolver,2021-08-17,150,
Elderwood Revolver,2021-09-05,130,
Elderwood Revolver,2021-09-09,110,
Elderwood Revolver,2021-10-25,115,
Elderwood Revolver,2021-11-22,125,
Elderwood Revolver,2021-11-28,135,
Elderwood Revolver,2021-12-13,145,
Elderwood Revolver,2022-01-08,135,
Elderwood Revolver,2022-01-16,130,
Elderwood Revolver,2022-02-03,115,
Elderwood Revolver,2022-02-16,105,
Elderwood Revolver,2022-03-07,95,
Elderwood Revolver,2022-03-14,80,
Elderwood Revolver,2022-04-06,75,
Elderwood Revolver,2022-05-19,85,
Elderwood Revolver,2022-06-06,90,
Elderwood Revolver,2022-06-18,95,
Elderwood Revolver,2022-06-20,100,
Elderwood Revolver,2022-07-06,110,
Elderwood Revolver,2022-07-11,120,
Elderwood Revolver,2022-07-28,125,
Elderwood Revolver,2022-08-04,130,
Elderwood Revolver,2022-08-11,140,
Elderwood Revolver,2022-08-17,150,
Elderwood Revolver,2022-08-27,155,
Elderwood Revolver,2022-08-30,165,
Elderwood Revolver,2022-09-11,170,
Elderwood Revolver,2022-09-30,160,
Elderwood Revolver,2022-10-09,150,
Elderwood Revolver,2022-10-12,140,
Elderwood Revolver,2022-10-18,130,
Elderwood Revolver,2022-10-20,120,
Elderwood Revolver,2022-10-22,110,
Elderwood Revolver,2022-11-29,115,
Elderwood Revolver,2022-12-02,120,
Elderwood Revolver,2022-12-04,125,
Elderwood Revolver,2022-12-12,130,
Elderwood Revolver,2023-01-14,125,
Elderwood Revolver,2023-04-21,120,
Elderwood Revolver,2023-06-01,110,
Elderwood Revolver,2023-06-02,100,
Elderwood Revolver,2023-06-07,95,
Elderwood Revolver,2023-06-12,90,
Elderwood Revolver,2023-06-13,85,
Elderwood Revolver,2023-06-18,80,
Elderwood Revolver,2023-06-21,75,
Elderwood Revolver,2023-09-08,80,
Elderwood Revolver,2023-11-09,75,
Elderwood Revolver,2023-11-26,70,
Elderwood Revolver,2024-02-20,68,
Elderwood Revolver,2024-03-29,65,
Elderwood Revolver,2024-05-07,62,
Elderwood Revolver,2024-05-22,60,
Elderwood Revolver,2024-05-26,57,
Elderwood Revolver,2024-08-22,58,
Elderwood Revolver,2024-08-26,60,
Elderwood Revolver,2025-10-26,60,2
Elderwood Revolver,2025-11-25,60,2
Elderwood Revolver,2025-12-04,60,2
Elderwood Revolver,2025-12-08,60,2
Elderwood Revolver,2025-12-14,60,2
Elderwood Revolver,2025-12-21,55,
Elderwood Revolver,2025-12-23,55,2
Elderwood Revolver,2025-12-24,55,2
Elderwood Revolver,2025-12-26,55,2
Elderwood Revolver,2025-12-28,55,2
Elderwood Revolver,2025-12-30,55,2
Elderwood Revolver,2026-01-09,55,2
Elderwood Revolver,2026-01-24,55,2
Elderwood Revolver,2026-02-07,55,2
Elderwood Revolver,2026-02-13,55,2
Elderwood Revolver,2026-02-19,55,2
Elderwood Revolver,2026-03-04,50,
Elderwood Revolver,2026-03-14,45,
Elderwood Revolver,2026-03-17,45,2
Elderwood Revolver,2026-03-21,45,2
Elderwood Revolver,2026-03-25,45,2
Elderwood Revolver,2026-04-13,45,2
Elderwood Revolver,2026-04-19,45,2
Elderwood Revolver,2026-04-20,45,2
Elderwood Revolver,2026-04-22,45,2
Elderwood Revolver,2026-04-24,45,2
Elderwood Revolver,2026-04-27,45,2
Elderwood Revolver,2026-04-28,45,2
Elderwood Revolver,2026-05-02,45,2
Elderwood Revolver,2026-05-03,45,2
Elderwood Revolver,2026-05-06,45,2
Elderwood Revolver,2026-05-09,45,2
Elderwood Revolver,2026-05-11,42,
Elderwood Revolver,2026-05-12,42,2
Elderwood Revolver,2026-05-14,42,2
Elderwood Revolver,2026-05-17,42,2
Elderwood Revolver,2026-05-19,42,2
Elderwood Revolver,2026-05-21,42,2
Elderwood Revolver,2026-05-23,42,2
Elderwood Revolver,2026-05-24,40,1
Elderwood Revolver,2026-06-17,38,
Elderwood Revolver,2026-06-21,38,1
Elderwood Revolver,2026-06-22,38,1
Elderwood Revolver,2026-06-23,38,1
Elderwood Revolver,2026-06-24,38,1
Elderwood Revolver,2026-06-25,38,1
Elderwood Revolver,2026-06-26,38,1
Elderwood Revolver,2026-06-27,38,1
Elderwood Revolver,2026-06-28,38,1
Elderwood Revolver,2026-07-02,38,1
Elderwood Revolver,2026-07-03,38,1
Elderwood Revolver,2026-07-05,38,1
Elderwood Revolver,2026-07-06,38,1
Elderwood Revolver,2026-07-07,35,
Elderwood Revolver,2026-07-12,33,
Elderwood Revolver,2026-07-14,33,1
Elderwood Revolver,2026-07-17,33,1
Elderwood Revolver,2026-07-25,33,1
Elderwood Revolver,2026-07-27,33,1
Elderwood Revolver,2026-07-28,33,1
Elderwood Revolver,2026-07-30,33,1
Elderwood Revolver,2026-07-31,33,1
Elderwood Revolver,2026-08-02,33,1
Elderwood Revolver,2026-08-03,33,1
Elderwood Revolver,2026-08-04,33,1
Elderwood Revolver,2026-08-05,33,1
Elderwood Revolver,2026-08-06,33,1
Elderwood Revolver,2026-08-07,33,1
Elderwood Revolver,2026-08-08,33,1
Elderwood Revolver,2026-08-09,33,1
Elderwood Revolver,2026-08-10,33,1
Elderwood Revolver,2026-08-11,33,1
Elderwood Revolver,2026-08-13,33,1
Elderwood Revolver,2026-08-14,33,1
Elderwood Revolver,2026-08-15,33,1
Elderwood Revolver,2026-08-16,33,1
Elderwood Revolver,2026-08-17,33,1
Elderwood Revolver,2026-08-18,33,1
Elderwood Revolver,2026-08-19,33,1
Elderwood Revolver,2026-08-20,33,1
Elderwood Revolver,2026-08-21,33,1
Elderwood Revolver,2026-08-22,33,1
Elderwood Revolver,2026-08-24,33,1
Elderwood Revolver,2026-09-02,33,1
Elderwood Revolver,2026-09-03,33,1
Elderwood Revolver,2026-09-04,33,1
Elderwood Revolver,2026-09-05,33,1
Elderwood Revolver,2026-09-06,33,1
Elderwood Revolver,2026-09-07,33,1
Elderwood Revolver,2026-09-12,33,1
Elderwood Revolver,2026-09-17,33,1
Elderwood Revolver,2026-09-18,33,1
Elderwood Revolver,2026-09-19,33,1
Elderwood Revolver,2026-09-20,33,1
Eternal,2020-08-26,110,
Eternal,2021-01-03,105,
Eternal,2021-03-09,100,
Eternal,2021-05-12,90,
Eternal,2021-06-13,85,
Eternal,2021-06-18,70,
Eternal,2021-06-28,65,
Eternal,2021-07-18,50,
Eternal,2021-07-27,40,
Eternal,2021-08-17,45,
Eternal,2021-11-22,40,
Eternal,2021-12-13,35,
Eternal,2022-02-03,32,
Eternal,2022-02-16,30,
Eternal,2022-06-18,25,
Eternal,2022-08-27,20,
Eternal,2022-10-18,18,
Eternal,2022-10-29,15,
Eternal,2022-11-12,12,
Eternal,2022-11-21,10,
Eternal,2023-01-10,6,
Eternal,2023-01-16,10,
Eternal,2023-01-21,13,
Eternal,2023-06-01,12,
Eternal,2023-09-01,10,
Eternal,2023-11-01,12,
Eternal,2024-04-24,10,
Eternal,2025-04-13,8,
Eternal,2025-10-26,8,1
Eternal,2025-11-25,8,1
Eternal,2025-12-04,8,1
Eternal,2025-12-08,8,1
Eternal,2025-12-14,8,1
Eternal,2025-12-21,8,1
Eternal,2025-12-23,8,1
Eternal,2025-12-24,8,1
Eternal,2025-12-26,8,1
Eternal,2025-12-28,8,1
Eternal,2025-12-30,8,1
Eternal,2026-01-09,8,1
Eternal,2026-01-24,8,1
Eternal,2026-02-07,8,1
Eternal,2026-02-13,8,1
Eternal,2026-02-19,8,1
Eternal,2026-03-17,8,1
Eternal,2026-03-21,8,1
Eternal,2026-03-25,8,1
Eternal,2026-04-13,8,1
Eternal,2026-04-19,8,1
Eternal,2026-04-20,8,1
Eternal,2026-04-22,8,1
Eternal,2026-04-24,8,1
Eternal,2026-04-27,8,1
Eternal,2026-04-28,8,1
Eternal,2026-05-02,8,1
Eternal,2026-05-03,8,1
Eternal,2026-05-06,8,1
Eternal,2026-05-09,8,1
Eternal,2026-05-11,8,1
Eternal,2026-05-12,8,1
Eternal,2026-05-14,8,1
Eternal,2026-05-17,8,1
Eternal,2026-05-19,8,1
Eternal,2026-05-21,8,1
Eternal,2026-05-23,8,1
Eternal,2026-05-24,8,1
Eternal,2026-06-21,8,1
Eternal,2026-06-22,8,1
Eternal,2026-06-23,8,1
Eternal,2026-06-24,8,1
Eternal,2026-06-25,8,1
Eternal,2026-06-26,8,1
Eternal,2026-06-27,8,1
Eternal,2026-06-28,8,1
Eternal,2026-07-02,8,1
Eternal,2026-07-03,8,1
Eternal,2026-07-05,8,1
Eternal,2026-07-06,8,1
Eternal,2026-07-12,7,
Eternal,2026-07-14,7,1
Eternal,2026-07-17,7,1
Eternal,2026-07-25,7,1
Eternal,2026-07-27,7,1
Eternal,2026-07-28,7,1
Eternal,2026-07-30,7,1
Eternal,2026-07-31,7,1
Eternal,2026-08-02,7,1
Eternal,2026-08-03,7,1
Eternal,2026-08-04,7,1
Eternal,2026-08-05,7,1
Eternal,2026-08-06,7,1
Eternal,2026-08-07,7,1
Eternal,2026-08-08,7,1
Eternal,2026-08-09,7,1
Eternal,2026-08-10,7,1
Eternal,2026-08-11,7,1
Eternal,2026-08-13,7,1
Eternal,2026-08-14,7,1
Eternal,2026-08-15,7,1
Eternal,2026-08-16,7,1
Eternal,2026-08-17,7,1
Eternal,2026-08-18,7,1
Eternal,2026-08-19,7,1
Eternal,2026-08-20,7,1
Eternal,2026-08-21,7,1
Eternal,2026-08-22,7,1
Eternal,2026-08-24,7,1
Eternal,2026-09-02,7,1
Eternal,2026-09-03,7,1
Eternal,2026-09-04,7,1
Eternal,2026-09-05,7,1
Eternal,2026-09-06,7,1
Eternal,2026-09-07,7,1
Eternal,2026-09-12,7,1
Eternal,2026-09-17,7,1
Eternal,2026-09-18,7,1
Eternal,2026-09-19,7,1
Eternal,2026-09-20,7,1
Eternal II,2020-08-26,165,
Eternal II,2020-10-31,170,
Eternal II,2021-01-03,165,
Eternal II,2021-01-22,160,
Eternal II,2021-02-22,155,
Eternal II,2021-03-20,148,
Eternal II,2021-03-23,145,
Eternal II,2021-04-08,140,
Eternal II,2021-05-07,130,
Eternal II,2021-05-12,120,
Eternal II,2021-06-13,110,
Eternal II,2021-06-18,100,
Eternal II,2021-06-28,90,
Eternal II,2021-07-18,75,
Eternal II,2021-07-21,70,
Eternal II,2021-07-27,50,
Eternal II,2021-11-22,45,
Eternal II,2021-12-13,40,
Eternal II,2022-02-03,35,
Eternal II,2022-04-02,32,
Eternal II,2022-06-18,28,
Eternal II,2022-08-27,25,
Eternal II,2022-10-18,22,
Eternal II,2022-10-29,20,
Eternal II,2022-11-12,18,
Eternal II,2022-11-21,15,
Eternal II,2022-12-07,12,
Eternal II,2023-01-10,7,
Eternal II,2023-01-16,10,
Eternal II,2023-01-21,12,
Eternal II,2023-11-01,10,
Eternal II,2025-04-13,8,
Eternal II,2025-10-26,8,1
Eternal II,2025-11-25,8,1
Eternal II,2025-12-04,8,1
Eternal II,2025-12-08,8,1
Eternal II,2025-12-14,8,1
Eternal II,2025-12-21,8,1
Eternal II,2025-12-23,8,1
Eternal II,2025-12-24,8,1
Eternal II,2025-12-26,8,1
Eternal II,2025-12-28,8,1
Eternal II,2025-12-30,8,1
Eternal II,2026-01-09,8,1
Eternal II,2026-01-24,8,1
Eternal II,2026-02-07,8,1
Eternal II,2026-02-13,8,1
Eternal II,2026-02-19,8,1
Eternal II,2026-03-17,8,1
Eternal II,2026-03-21,8,1
Eternal II,2026-03-25,8,1
Eternal II,2026-04-13,8,1
Eternal II,2026-04-19,8,1
Eternal II,2026-04-20,8,1
Eternal II,2026-04-22,8,1
Eternal II,2026-04-24,8,1
Eternal II,2026-04-27,8,1
Eternal II,2026-04-28,8,1
Eternal II,2026-05-02,8,1
Eternal II,2026-05-03,8,1
Eternal II,2026-05-06,8,1
Eternal II,2026-05-09,8,1
Eternal II,2026-05-11,8,1
Eternal II,2026-05-12,8,1
Eternal II,2026-05-14,8,1
Eternal II,2026-05-17,8,1
Eternal II,2026-05-19,8,1
Eternal II,2026-05-21,8,1
Eternal II,2026-05-23,8,1
Eternal II,2026-05-24,8,1
Eternal II,2026-06-21,8,1
Eternal II,2026-06-22,8,1
Eternal II,2026-06-23,8,1
Eternal II,2026-06-24,8,1
Eternal II,2026-06-25,8,1
Eternal II,2026-06-26,8,1
Eternal II,2026-06-27,8,1
Eternal II,2026-06-28,8,1
Eternal II,2026-07-02,8,1
Eternal II,2026-07-03,8,1
Eternal II,2026-07-05,8,1
Eternal II,2026-07-06,8,1
Eternal II,2026-07-12,7,
Eternal II,2026-07-14,7,1
Eternal II,2026-07-17,7,1
Eternal II,2026-07-25,7,1
Eternal II,2026-07-27,7,1
Eternal II,2026-07-28,7,1
Eternal II,2026-07-30,7,1
Eternal II,2026-07-31,7,1
Eternal II,2026-08-02,7,1
Eternal II,2026-08-03,7,1
Eternal II,2026-08-04,7,1
Eternal II,2026-08-05,7,1
Eternal II,2026-08-06,7,1
Eternal II,2026-08-07,7,1
Eternal II,2026-08-08,7,1
Eternal II,2026-08-09,7,1
Eternal II,2026-08-10,7,1
Eternal II,2026-08-11,7,1
Eternal II,2026-08-13,7,1
Eternal II,2026-08-14,7,1
Eternal II,2026-08-15,7,1
Eternal II,2026-08-16,7,1
Eternal II,2026-08-17,7,1
Eternal II,2026-08-18,7,1
Eternal II,2026-08-19,7,1
Eternal II,2026-08-20,7,1
Eternal II,2026-08-21,7,1
Eternal II,2026-08-22,7,1
Eternal II,2026-08-24,7,1
Eternal II,2026-09-02,7,1
Eternal II,2026-09-03,7,1
Eternal II,2026-09-04,7,1
Eternal II,2026-09-05,7,1
Eternal II,2026-09-06,7,1
Eternal II,2026-09-07,7,1
Eternal II,2026-09-12,7,1
Eternal II,2026-09-17,7,1
Eternal II,2026-09-18,7,1
Eternal II,2026-09-19,7,1
Eternal II,2026-09-20,7,1
Eternal III,2020-08-26,200,
Eternal III,2020-10-04,215,
Eternal III,2020-10-31,280,
Eternal III,2020-12-03,250,
Eternal III,2020-12-14,220,
Eternal III,2020-12-20,205,
Eternal III,2020-12-28,190,
Eternal III,2021-01-03,200,
Eternal III,2021-01-22,215,
Eternal III,2021-01-26,210,
Eternal III,2021-03-09,190,
Eternal III,2021-05-07,175,
Eternal III,2021-05-12,160,
Eternal III,2021-06-13,150,
Eternal III,2021-06-18,130,
Eternal III,2021-06-28,125,
Eternal III,2021-07-18,105,
Eternal III,2021-07-21,95,
Eternal III,2021-07-27,70,
Eternal III,2021-08-17,65,
Eternal III,2022-01-08,60,
Eternal III,2022-02-16,55,
Eternal III,2022-03-14,50,
Eternal III,2022-04-02,45,
Eternal III,2022-05-19,40,
Eternal III,2022-07-06,38,
Eternal III,2022-07-28,35,
Eternal III,2022-08-27,30,
Eternal III,2022-11-06,28,
Eternal III,2022-11-12,25,
Eternal III,2022-11-21,22,
Eternal III,2022-11-26,20,
Eternal III,2022-12-07,18,
Eternal III,2023-01-10,10,
Eternal III,2023-01-16,12,
Eternal III,2023-01-21,15,
Eternal III,2023-06-01,13,
Eternal III,2024-03-29,12,
Eternal III,2024-04-24,10,
Eternal III,2025-10-26,10,1
Eternal III,2025-11-25,10,1
Eternal III,2025-12-04,10,1
Eternal III,2025-12-08,10,1
Eternal III,2025-12-14,10,1
Eternal III,2025-12-21,10,1
Eternal III,2025-12-23,10,1
Eternal III,2025-12-24,10,1
Eternal III,2025-12-26,10,1
Eternal III,2025-12-28,10,1
Eternal III,2025-12-30,10,1
Eternal III,2026-01-09,10,1
Eternal III,2026-01-24,10,1
Eternal III,2026-02-07,10,1
Eternal III,2026-02-13,10,1
Eternal III,2026-02-19,10,1
Eternal III,2026-03-17,10,1
Eternal III,2026-03-21,10,1
Eternal III,2026-03-25,10,1
Eternal III,2026-04-13,10,1
Eternal III,2026-04-19,10,1
Eternal III,2026-04-20,10,1
Eternal III,2026-04-22,10,1
Eternal III,2026-04-24,10,1
Eternal III,2026-04-27,10,1
Eternal III,2026-04-28,10,1
Eternal III,2026-05-02,10,1
Eternal III,2026-05-03,10,1
Eternal III,2026-05-06,10,1
Eternal III,2026-05-09,10,1
Eternal III,2026-05-11,10,1
Eternal III,2026-05-12,10,1
Eternal III,2026-05-14,10,1
Eternal III,2026-05-17,10,1
Eternal III,2026-05-19,10,1
Eternal III,2026-05-21,10,1
Eternal III,2026-05-23,10,1
Eternal III,2026-05-24,10,1
Eternal III,2026-06-21,10,1
Eternal III,2026-06-22,10,1
Eternal III,2026-06-23,10,1
Eternal III,2026-06-24,10,1
Eternal III,2026-06-25,10,1
Eternal III,2026-06-26,10,1
Eternal III,2026-06-27,10,1
Eternal III,2026-06-28,10,1
Eternal III,2026-07-02,10,1
Eternal III,2026-07-03,10,1
Eternal III,2026-07-05,10,1
Eternal III,2026-07-06,10,1
Eternal III,2026-07-12,8,
Eternal III,2026-07-14,8,1
Eternal III,2026-07-17,8,1
Eternal III,2026-07-25,8,1
Eternal III,2026-07-27,8,1
Eternal III,2026-07-28,8,1
Eternal III,2026-07-30,8,1
Eternal III,2026-07-31,8,1
Eternal III,2026-08-02,8,1
Eternal III,2026-08-03,8,1
Eternal III,2026-08-04,8,1
Eternal III,2026-08-05,8,1
Eternal III,2026-08-06,8,1
Eternal III,2026-08-07,8,1
Eternal III,2026-08-08,8,1
Eternal III,2026-08-09,8,1
Eternal III,2026-08-10,8,1
Eternal III,2026-08-11,8,1
Eternal III,2026-08-13,8,1
Eternal III,2026-08-14,8,1
Eternal III,2026-08-15,8,1
Eternal III,2026-08-16,8,1
Eternal III,2026-08-17,8,1
Eternal III,2026-08-18,8,1
Eternal III,2026-08-19,8,1
Eternal III,2026-08-20,8,1
Eternal III,2026-08-21,8,1
Eternal III,2026-08-22,8,1
Eternal III,2026-08-24,8,1
Eternal III,2026-09-02,8,1
Eternal III,2026-09-03,8,1
Eternal III,2026-09-04,8,1
Eternal III,2026-09-05,8,1
Eternal III,2026-09-06,8,1
Eternal III,2026-09-07,8,1
Eternal III,2026-09-12,8,1
Eternal III,2026-09-17,8,1
Eternal III,2026-09-18,8,1
Eternal III,2026-09-19,8,1
Eternal III,2026-09-20,8,1
Eternal IV,2020-08-26,225,
Eternal IV,2020-10-04,235,
Eternal IV,2020-10-31,290,
Eternal IV,2020-12-03,270,
Eternal IV,2020-12-14,250,
Eternal IV,2020-12-20,245,
Eternal IV,2020-12-28,235,
Eternal IV,2021-01-22,250,
Eternal IV,2021-01-26,245,
Eternal IV,2021-03-09,240,
Eternal IV,2021-03-20,230,
Eternal IV,2021-03-23,225,
Eternal IV,2021-04-08,210,
Eternal IV,2021-05-07,205,
Eternal IV,2021-05-12,200,
Eternal IV,2021-06-13,195,
Eternal IV,2021-06-18,170,
Eternal IV,2021-06-28,165,
Eternal IV,2021-07-18,145,
Eternal IV,2021-07-21,120,
Eternal IV,2021-07-27,100,
Eternal IV,2021-08-17,90,
Eternal IV,2021-09-09,95,
Eternal IV,2021-10-25,100,
Eternal IV,2021-11-22,115,
Eternal IV,2021-11-28,120,
Eternal IV,2021-12-13,130,
Eternal IV,2022-01-08,125,
Eternal IV,2022-01-16,120,
Eternal IV,2022-02-03,110,
Eternal IV,2022-02-16,100,
Eternal IV,2022-03-07,90,
Eternal IV,2022-03-14,75,
Eternal IV,2022-04-02,65,
Eternal IV,2022-05-19,55,
Eternal IV,2022-06-06,50,
Eternal IV,2022-06-18,48,
Eternal IV,2022-07-06,45,
Eternal IV,2022-07-28,40,
Eternal IV,2022-08-27,35,
Eternal IV,2022-11-06,32,
Eternal IV,2022-11-12,30,
Eternal IV,2022-11-21,28,
Eternal IV,2022-11-26,25,
Eternal IV,2022-12-07,20,
Eternal IV,2023-01-10,12,
Eternal IV,2023-01-16,13,
Eternal IV,2023-01-21,15,
